CustomerID,Money Spent Entropy,Mean Qta Q1,Mean Money Spent Q1,Mean Qta Q2,Mean Money Spent Q2,Mean Qta Q3,Mean Money Spent Q3,Distinct Products,Mean Days btw Purchases,Min Days btw Purchases,Max Days btw Purchases,Max Products In Basket,Min Products In Basket,Mean Products In Basket,Total Products,Distinct Baskets
12347,1.3160721646341456,0.7743571383125173,1.0819627986813238,1.1779106519582871,1.0980920795208098,0.9571694513339418,0.8463500993758759,0.8652014287011254,-0.5966122034598191,-0.7960042147941487,-0.4361558339357161,0.7237992107376233,-0.37951071608462,0.3468746975822412,1.0485234279602649,0.5164174384146353
12349,0.5429971176288408,-0.901620862847671,-0.9519032100181228,-0.9920262689825718,-1.038768715596983,0.9284877518125582,1.0713195716556878,0.11132335527277497,1.2364629826951414,1.23555369396947,1.1967622363234285,1.3491952072623274,3.3767084579496167,2.54266908359606,0.05432637513211698,-0.4398672628258664
12350,-0.1420420166540472,1.7899843602137382,1.1876229380110623,-0.9920262689825718,-1.038768715596983,-1.1222537639664107,-1.2033251972155967,-0.3750495953261608,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.0405736739036818,0.9533412488952706,0.437112823034864,-0.20944018990392227,-0.4398672628258664
12352,0.6111914886958273,1.4918289035941306,1.3692748675580082,-0.9920262689825718,-1.038768715596983,0.8003164070763724,1.2344115596779968,0.01404876515298781,-0.8818213686865479,-0.9853595333045018,-0.678069622122256,-0.526992782311785,-0.7430157974427719,-0.5705462445194227,0.11688639376245966,0.5164174384146353
12353,-1.7082617662877382,-0.901620862847671,-0.9519032100181228,0.6957024473047629,1.1387963677685458,-1.1222537639664107,-1.2033251972155967,-0.691192013215469,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.9439234466615878,-0.6218474369900546,-0.9314987463299136,-0.4765883775686287,-0.4398672628258664
12354,0.2556066571786451,1.1356835783475907,1.0371956226432109,-0.9920262689825718,-1.038768715596983,-1.1222537639664107,-1.2033251972155967,-0.13186312002669293,1.2364629826951414,1.23555369396947,1.1967622363234285,0.6543107666793229,2.165024853422444,1.4898909533154618,-0.1265904355015766,-0.4398672628258664
12355,-1.1481529272463171,-0.901620862847671,-0.9519032100181228,-0.9920262689825718,-1.038768715596983,-1.1222537639664107,-1.2033251972155967,-0.6425547181555754,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.8049465585449869,-0.37951071608462,-0.7209431202737938,-0.4495353965392913,-0.4398672628258664
12356,-0.4191262683912466,1.8556332680932843,1.7597959037170992,0.6957024473047629,0.5234298527423825,-1.1222537639664107,-1.2033251972155967,-0.4480055379160012,-0.4921124732974391,-0.3659429829231773,-0.6894093309435,-0.3880158941951841,-0.6218474369900546,-0.5103874942176743,-0.3227245479642725,-0.2804864792857828
12358,-0.9748663637789308,-0.901620862847671,-0.9519032100181228,-0.9920262689825718,-1.038768715596983,0.7420567049235609,1.1538739230682973,-0.6182360706256287,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.7354581144866864,-0.25834235563190266,-0.615665307245734,-0.422482415509954,-0.4398672628258664
12359,1.3099455249354124,1.3304420050569121,1.2165655393891892,0.9651717381405558,1.1304900564688172,0.6954489432013116,1.1039013017182788,1.2299811416503272,-0.6110458431581479,-0.6226959571745035,-0.6024715633139622,1.6271489834955293,-0.016005634726468,1.3319742337733722,0.9301666359569138,0.03827508779438442
12360,1.2301560259559428,-0.901620862847671,-0.9519032100181228,0.8897618467384982,0.8195845046363809,0.869168782347877,0.7621502874429374,0.9624760188209124,-0.9216582779929902,-0.808841863506715,-1.1051986543891157,1.2797067632040269,1.922688132517009,1.9460948097703872,0.7982833534388943,-0.1211056957456992
12361,-0.5186561717136601,1.3960909129364587,1.6195356047307945,-0.9920262689825718,-1.038768715596983,-1.1222537639664107,-1.2033251972155967,-0.5209614805058416,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.4575043382534846,0.22633108617896666,-0.19455405513349486,-0.34808671767927624,-0.4398672628258664
12363,-0.8506170045531789,-0.901620862847671,-0.9519032100181228,1.9012229589385732,1.5475543185709482,1.6742119393685466,1.5310257823137203,-0.5939174230956819,-0.9216582779929902,-0.7639100930127329,-1.1581172955549208,-0.8744350026032873,-0.5006790765373373,-0.8262209333018536,-0.3785213213372807,-0.2804864792857828
12364,0.3660116162172581,1.8556332680932843,0.8247272438084018,1.378830737230589,0.7758688538742912,1.6742119393685466,0.5127157623510783,-0.2291377101464801,-0.6029630035414523,-0.7703289173690161,-0.4550553486377895,-0.2490390060785832,0.10516272572624932,-0.1243688464481217,0.05601718644645057,-0.1211056957456992
12365,-0.06577604375508644,1.6718163260305539,1.3421319022912148,-0.9920262689825718,-1.038768715596983,-1.1222537639664107,-1.2033251972155967,-0.350730947796214,1.2364629826951414,1.23555369396947,1.1967622363234285,0.02891477015461866,1.074509609347988,0.5423906360629238,-0.2500196614479283,-0.4398672628258664
12367,-0.8651376595329769,-0.901620862847671,-0.9519032100181228,0.9368065496315252,0.8043580443847613,-1.1222537639664107,-1.2033251972155967,-0.5939174230956819,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.665969670428386,-0.13717399517918533,-0.5103874942176743,-0.3988110571092838,-0.4398672628258664
