CustomerID,Mean Days btw Purchases,Min Days btw Purchases,Max Days btw Purchases,Max Products In Basket,Min Products In Basket,Mean Products In Basket,Money Spent Entropy,Mean Qta Q1,Mean Money Spent Q1,Mean Qta Q2,Mean Money Spent Q2,Mean Qta Q3,Mean Money Spent Q3,Distinct Products,Distinct Baskets,Total Products
12347,-0.5966122034598191,-0.7960042147941487,-0.43615583393571605,0.7237992107376233,-0.37951071608461995,0.3468746975822412,1.3160721646341456,0.7743571383125173,1.0819627986813238,1.1779106519582871,1.0980920795208098,0.9571694513339418,0.8463500993758759,0.8652014287011254,0.5164174384146353,1.0485234279602649
12349,1.2364629826951414,1.23555369396947,1.1967622363234285,1.3491952072623274,3.376708457949617,2.54266908359606,0.5429971176288408,-0.901620862847671,-0.9519032100181228,-0.9920262689825718,-1.038768715596983,0.9284877518125582,1.0713195716556878,0.11132335527277495,-0.4398672628258664,0.05432637513211698
12350,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.0405736739036818,0.9533412488952706,0.437112823034864,-0.1420420166540472,1.7899843602137382,1.1876229380110623,-0.9920262689825718,-1.038768715596983,-1.1222537639664107,-1.2033251972155967,-0.3750495953261608,-0.4398672628258664,-0.20944018990392227
12352,-0.8818213686865479,-0.9853595333045018,-0.678069622122256,-0.526992782311785,-0.7430157974427719,-0.5705462445194227,0.6111914886958273,1.4918289035941306,1.369274867558008,-0.9920262689825718,-1.038768715596983,0.8003164070763724,1.2344115596779968,0.01404876515298781,0.5164174384146353,0.11688639376245963
12353,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.9439234466615878,-0.6218474369900546,-0.9314987463299135,-1.7082617662877382,-0.901620862847671,-0.9519032100181228,0.6957024473047629,1.1387963677685458,-1.1222537639664107,-1.2033251972155967,-0.691192013215469,-0.4398672628258664,-0.47658837756862865
12354,1.2364629826951414,1.23555369396947,1.1967622363234285,0.6543107666793229,2.1650248534224437,1.489890953315462,0.2556066571786451,1.1356835783475907,1.037195622643211,-0.9920262689825718,-1.038768715596983,-1.1222537639664107,-1.2033251972155967,-0.13186312002669293,-0.4398672628258664,-0.1265904355015766
12355,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.8049465585449869,-0.37951071608461995,-0.7209431202737938,-1.1481529272463173,-0.901620862847671,-0.9519032100181228,-0.9920262689825718,-1.038768715596983,-1.1222537639664107,-1.2033251972155967,-0.6425547181555754,-0.4398672628258664,-0.4495353965392913
12356,-0.49211247329743907,-0.36594298292317734,-0.6894093309435,-0.3880158941951841,-0.6218474369900546,-0.5103874942176743,-0.4191262683912466,1.8556332680932845,1.759795903717099,0.6957024473047629,0.5234298527423825,-1.1222537639664107,-1.2033251972155967,-0.4480055379160012,-0.2804864792857828,-0.32272454796427247
12357,1.2364629826951414,1.23555369396947,1.1967622363234285,1.7661258716121302,4.103718620665921,3.174335961764419,0.6248499718905544,-0.901620862847671,-0.9519032100181228,1.5066889733129627,1.1948739048207764,-1.1222537639664107,-1.2033251972155967,0.25723524045245566,-0.4398672628258664,0.274131845995483
12358,1.2364629826951414,1.23555369396947,1.1967622363234285,-0.7354581144866864,-0.25834235563190266,-0.615665307245734,-0.9748663637789308,-0.901620862847671,-0.9519032100181228,-0.9920262689825718,-1.038768715596983,0.7420567049235609,1.1538739230682973,-0.6182360706256287,-0.4398672628258664,-0.42248241550995397
