CustomerID,Mean Qta Q1,Mean Money Spent Q1,Mean Qta Q2,Mean Money Spent Q2,Mean Qta Q3,Mean Money Spent Q3
17850,6.119205298013245,10.480927152317863,0.0,0.0,0.0,0.0
13047,8.285714285714286,14.54,6.571428571428571,14.112857142857141,7.846153846153846,13.416923076923077
12583,12.0,10.2,9.128205128205128,12.865128205128205,9.157894736842104,12.133684210526313
14688,7.339622641509434,10.489056603773584,6.913043478260869,9.363043478260872,7.190476190476191,10.401428571428571
15311,4.766304347826087,8.426032608695659,4.5364238410596025,8.1017880794702,5.319277108433735,8.848192771084339
16098,4.2,9.48,3.25,9.4875,4.0,10.0
18074,0.0,0.0,0.0,0.0,0.0,0.0
17420,11.333333333333334,16.3,8.666666666666666,15.160000000000002,9.0,16.17
16250,10.0,12.742857142857142,0.0,0.0,0.0,0.0
12431,7.676470588235294,13.406764705882354,6.703703703703703,14.817407407407405,9.555555555555555,15.072222222222223
17511,11.285714285714286,14.450000000000001,6.3,14.836999999999998,6.0,15.299999999999999
13705,9.666666666666666,14.450000000000001,11.142857142857142,14.271428571428572,0.0,0.0
13408,10.285714285714286,14.042857142857143,10.5,14.975,9.666666666666666,14.416666666666666
13767,5.6,14.88,6.0,16.375862068965514,6.4,14.88
13448,9.333333333333334,15.799999999999999,8.333333333333334,15.205555555555552,5.9,11.1088
15862,3.3529411764705883,8.193529411764708,6.285714285714286,8.7,0.0,0.0
16218,11.619047619047619,14.714285714285712,9.333333333333334,15.986666666666665,10.0,16.5
14307,9.372093023255815,13.744418604651166,7.454545454545454,14.992727272727272,7.714285714285714,15.171428571428573
17908,6.4,8.91,0.0,0.0,0.0,0.0
17920,6.023809523809524,10.006666666666666,3.9411764705882355,8.495686274509804,3.310344827586207,8.264482758620689
12838,4.277777777777778,8.144444444444444,4.285714285714286,9.824285714285717,0.0,0.0
13255,12.0,15.0,0.0,0.0,0.0,0.0
16583,10.0,15.385714285714284,0.0,0.0,0.0,0.0
18085,8.933333333333334,12.126666666666667,0.0,0.0,0.0,0.0
13758,9.866666666666667,16.48,7.294117647058823,13.851764705882356,9.0,15.149999999999999
15983,6.454545454545454,10.077272727272726,0.0,0.0,5.888888888888889,9.907037037037037
14849,11.8,15.389999999999997,8.701754385964913,14.75228070175439,8.933333333333334,14.355999999999998
17968,5.333333333333333,8.141111111111108,0.0,0.0,0.0,0.0
16210,8.0,16.2,10.0,15.430000000000001,10.2,13.662
17897,4.333333333333333,8.049999999999999,4.857142857142857,8.107142857142858,0.0,0.0
17377,4.208333333333333,8.939583333333333,3.0,8.841666666666667,4.36734693877551,8.62061224489796
16552,12.0,10.2,0.0,0.0,10.0,16.5
17951,0.0,0.0,0.0,0.0,0.0,0.0
14729,3.235294117647059,8.005882352941176,0.0,0.0,0.0,0.0
15012,2.6,7.17,0.0,0.0,3.0,11.25
12868,9.8,13.726000000000003,6.916666666666667,16.160833333333333,8.666666666666666,14.653333333333336
17572,0.0,0.0,0.0,0.0,9.0,13.049999999999999
14078,2.0,5.9,3.3333333333333335,9.16,0.0,0.0
14001,12.0,15.6,0.0,0.0,12.0,15.0
12662,9.590909090909092,13.379545454545456,8.08,11.798000000000004,7.9393939393939394,13.088484848484846
15525,3.9375,7.612500000000002,3.5,7.015000000000001,7.454545454545454,10.609090909090908
14237,12.0,10.2,0.0,0.0,0.0,0.0
17905,4.0,8.700000000000001,0.0,0.0,10.0,16.5
15485,0.0,0.0,0.0,0.0,12.0,15.0
12433,11.0,14.100000000000001,10.444444444444445,14.5,9.872340425531915,14.636595744680848
16955,6.0,12.600000000000001,8.0,14.035,0.0,0.0
15350,0.0,0.0,0.0,0.0,0.0,0.0
15605,9.285714285714286,14.071428571428571,0.0,0.0,4.0,15.0
18144,12.0,15.0,0.0,0.0,12.0,15.0
15922,8.0,13.2,0.0,0.0,0.0,0.0
14594,5.434782608695652,8.83608695652174,0.0,0.0,0.0,0.0
15165,7.25,14.024999999999999,0.0,0.0,0.0,0.0
14911,9.403125,13.21040624999998,8.871452420701168,14.533606010016673,8.823691460055096,14.036955922865006
16456,10.0,16.5,4.9,9.415000000000001,0.0,0.0
17346,4.416666666666667,8.651666666666667,4.8076923076923075,8.371923076923078,4.411764705882353,8.448529411764707
17643,10.5,10.8,0.0,0.0,0.0,0.0
17841,4.855203619909502,8.549999999999994,5.005747126436781,8.803189655172414,4.8807339449541285,8.446582568807345
17873,12.0,10.2,0.0,0.0,0.0,0.0
13093,10.153846153846153,15.069230769230769,9.555555555555555,12.100000000000001,12.0,17.4
12921,9.058823529411764,13.065647058823526,9.338709677419354,13.011129032258063,9.244444444444444,14.11866666666667
17760,5.5,10.924999999999999,0.0,0.0,5.333333333333333,9.516666666666667
13468,7.166666666666667,13.113666666666667,7.842105263157895,13.861842105263161,9.25,13.251785714285711
16928,8.68,11.694,7.907407407407407,10.439814814814817,7.95,10.807499999999997
16048,12.0,16.599999999999998,0.0,0.0,0.0,0.0
16274,6.6,7.790000000000001,0.0,0.0,0.0,0.0
14496,10.0,13.953333333333333,0.0,0.0,0.0,0.0
14696,9.5,14.600000000000001,7.357142857142857,13.787857142857144,8.695652173913043,12.105217391304349
16539,9.333333333333334,13.566666666666666,6.0,17.700000000000003,6.0,15.299999999999999
17025,12.0,11.399999999999999,0.0,0.0,0.0,0.0
13777,12.0,13.44,11.2,14.344,10.0,13.700000000000001
17690,5.931034482758621,11.186206896551726,7.604651162790698,12.026744186046514,5.538461538461538,14.773846153846154
12947,10.526315789473685,13.663157894736838,8.266666666666667,16.02,7.6,13.8
18229,6.0,15.0,9.6,15.68,8.5,16.125
14142,11.666666666666666,13.516666666666667,0.0,0.0,0.0,0.0
17069,9.75,11.6625,9.25,12.817499999999999,10.2,14.207999999999998
13065,8.0,14.64,0.0,0.0,0.0,0.0
14606,5.092105263157895,8.666315789473686,4.545454545454546,8.48969696969697,5.0,8.105833333333337
16835,6.0,12.600000000000001,0.0,0.0,0.0,0.0
15235,9.0,12.883333333333333,8.0,14.466666666666665,8.4375,13.178125
13576,6.0,10.3125,9.666666666666666,15.450000000000001,8.0,12.858333333333334
18011,4.75,5.387499999999999,0.0,0.0,0.0,0.0
13090,8.5,15.149999999999999,9.842105263157896,14.471052631578948,8.0,13.43
15694,4.0,15.0,4.0,15.0,10.0,12.5
14741,12.0,10.2,8.857142857142858,13.971428571428573,9.333333333333334,13.4
13715,9.5,14.125,5.608695652173913,9.643478260869566,5.133333333333334,8.420666666666666
17732,10.0,11.86,0.0,0.0,0.0,0.0
12855,12.0,10.2,0.0,0.0,0.0,0.0
15752,6.416666666666667,11.062499999999998,5.112359550561798,8.967528089887635,5.382352941176471,9.129411764705884
17855,10.75,13.875,0.0,0.0,0.0,0.0
14047,8.666666666666666,15.899999999999999,10.0,16.5,0.0,0.0
17017,10.8,14.1,10.380952380952381,15.642857142857142,9.428571428571429,15.711428571428572
13941,12.0,15.0,9.0,16.35,6.0,15.299999999999999
14135,11.6,12.44,5.6,15.376,6.0,14.166666666666666
13108,10.0,12.5,0.0,0.0,0.0,0.0
15601,11.137254901960784,14.517647058823531,9.210526315789474,13.839473684210523,8.756756756756756,13.913513513513513
13418,7.157894736842105,15.133684210526317,7.333333333333333,11.606060606060606,8.133333333333333,13.652666666666667
15658,5.2,13.98,7.333333333333333,15.9,0.0,0.0
14388,9.571428571428571,14.215714285714286,9.857142857142858,15.150000000000002,8.380952380952381,14.499999999999996
14901,4.6,11.25,4.818181818181818,9.54090909090909,6.9411764705882355,11.30470588235294
18041,7.934782608695652,10.369565217391305,8.0,10.671000000000001,7.675675675675675,10.982972972972973
15955,11.0,14.616666666666667,10.4,13.76,10.044444444444444,15.073333333333332
16244,8.909090909090908,13.645454545454548,0.0,0.0,8.933333333333334,13.529333333333335
15111,9.529411764705882,14.184705882352938,0.0,0.0,10.0,15.899999999999999
14390,3.8,8.514,5.933333333333334,10.148000000000001,7.410256410256411,11.751794871794875
15260,10.0,12.899999999999999,7.25,15.029166666666669,0.0,0.0
14491,4.0,15.0,8.0,14.16,0.0,0.0
13305,12.0,15.0,10.470588235294118,15.367058823529412,9.0,16.17
15923,3.75,8.875,0.0,0.0,0.0,0.0
16752,10.0,13.4,0.0,0.0,0.0,0.0
17287,5.083333333333333,8.275833333333331,6.0,8.725454545454545,3.9285714285714284,8.049285714285714
15363,8.166666666666666,13.658333333333333,0.0,0.0,0.0,0.0
12915,5.0,13.8,0.0,0.0,0.0,0.0
15544,9.523809523809524,12.716190476190475,8.6,11.005999999999998,9.346153846153847,12.25269230769231
15738,9.11111111111111,12.285185185185183,8.285714285714286,14.845714285714285,10.0,12.666
